x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,class
0.519697487,0.415505588,-0.355288148,1,0.529913247,0.396779597,-0.31782791,1,0.537085712,0.397794425,-0.317766547,0.999997258,0.54443717,0.398923457,-0.317917436,1,0.509861529,0.395108998,-0.321361512,1,0.501935244,0.394031107,-0.321128249,0.999992251,0.494120359,0.393333554,-0.321068853,1,0.552214801,0.415460944,-0.133947238,0.999998808,0.482803732,0.407931328,-0.156052142,0.999966025,0.532828927,0.43989867,-0.291213661,0.999941945,0.503783941,0.436496258,-0.297311932,0.99985075,0.578878582,0.498685002,-0.139710978,0.999953985,0.44015044,0.491109759,-0.110534862,0.998900294,0.631821215,0.340435565,-0.246466428,0.997916758,0.403453767,0.338786125,-0.236728758,0.991802037,0.620712638,0.148705661,-0.282052815,0.995685339,0.418933481,0.153111517,-0.270869642,0.959845483,0.623066664,0.100743413,-0.334277779,0.981532991,0.424524784,0.100884847,-0.306251287,0.879172921,0.612208843,0.095446996,-0.281858832,0.97925216,0.430033505,0.097563438,-0.275799543,0.87207818,0.607806444,0.112533092,-0.276074439,0.986421585,0.433571249,0.114562578,-0.267012805,0.909646571,0.550859988,0.827848971,-0.005907571,0.999816716,0.448018938,0.816970587,0.006660154,0.999722421,end
0.437403202,0.259138077,-0.728307962,1,0.452631563,0.245258331,-0.663252711,1,0.462694257,0.244962335,-0.663221836,0.999999881,0.4730919,0.244642109,-0.663402379,1,0.422581285,0.246427834,-0.659458399,1,0.412686586,0.246561736,-0.659294069,0.999999881,0.403056204,0.246910185,-0.659737527,1,0.49005264,0.253044248,-0.356984764,0.999999881,0.393401802,0.255222678,-0.338412553,0.999999881,0.458800793,0.273752064,-0.622039974,0.999999166,0.421424568,0.274609119,-0.614648461,0.999998331,0.556249559,0.322811574,-0.408235252,0.999997973,0.336353242,0.321979195,-0.315875679,0.999998927,0.606148958,0.204398513,-0.634135306,0.999931455,0.275900245,0.197007298,-0.454789579,0.998541236,0.624613047,0.096900374,-0.807397246,0.995573521,0.253866196,0.090992928,-0.621671498,0.981751502,0.633482695,0.067215204,-0.952832699,0.937405229,0.252770036,0.065719187,-0.728144467,0.883036256,0.614310086,0.064898789,-0.918523967,0.941947222,0.269735992,0.056858122,-0.740454257,0.898919106,0.607258201,0.072495818,-0.823519826,0.950979054,0.274611861,0.063392401,-0.648062944,0.919991434,0.511371851,0.562734962,-0.026783427,0.999999046,0.359318137,0.566115141,0.027946252,0.999999523,end
0.506284416,0.317311168,-0.045034178,1,0.508217692,0.297819197,0.013588654,1,0.51869297,0.296165168,0.013497183,0.999996901,0.52945137,0.29447493,0.013341563,1,0.475377738,0.302337557,-0.011564596,1,0.460971266,0.303526014,-0.011273184,0.999996424,0.446664721,0.3049784,-0.011779608,1,0.529614151,0.300471306,0.304000914,0.999999762,0.416529953,0.314902753,0.19433406,0.999996305,0.525512874,0.331114978,0.060015209,0.99995172,0.479574502,0.336815268,0.028456306,0.999928355,0.601032794,0.364180744,0.343504071,0.999539971,0.343234539,0.380650461,0.246692687,0.991882265,0.660623789,0.299752861,0.230698615,0.921189547,0.321743608,0.312359542,0.227411583,0.842888951,0.627521873,0.199909657,0.223212451,0.82430166,0.357957006,0.224778473,0.617947161,0.279028773,0.619164646,0.174658239,0.142573819,0.754192412,0.368682146,0.199932635,0.608003497,0.172613323,0.616219699,0.172202855,0.187479243,0.755479038,0.373829842,0.200196236,0.634979963,0.174041122,0.610519826,0.183142394,0.220249087,0.778857768,0.378367126,0.210612804,0.624798119,0.238484621,0.602495193,0.578380466,0.052430339,0.999111712,0.427411467,0.59349978,-0.051566433,0.998890579,end
0.494064003,0.318307579,-0.488566965,1,0.500302315,0.300548732,-0.456702411,1,0.504932642,0.301044792,-0.456554592,1,0.509688139,0.301590621,-0.456365675,1,0.486809969,0.300690442,-0.460312456,1,0.481522709,0.300355285,-0.460238755,1,0.476311266,0.300321668,-0.460507959,1,0.51338315,0.316897213,-0.303658664,1,0.469176203,0.31550765,-0.322010219,1,0.502075911,0.340796351,-0.435178667,0.999999404,0.483562291,0.339922309,-0.439655244,0.999999523,0.534790516,0.398887604,-0.283113927,0.999989271,0.435177326,0.400497824,-0.28347376,0.999994993,0.568284988,0.254525244,-0.360981405,0.999962926,0.382863253,0.26486665,-0.345801681,0.999714911,0.584851563,0.100422502,-0.464420468,0.999510288,0.38291803,0.112713218,-0.389212012,0.994341493,0.589963496,0.06648463,-0.529051423,0.993394196,0.386109263,0.076954365,-0.432615191,0.96551168,0.582894385,0.055826187,-0.518384039,0.993433237,0.393368572,0.066508174,-0.428487867,0.968630433,0.579490542,0.066629052,-0.473443329,0.997900128,0.396239817,0.076920748,-0.394347161,0.983216584,0.519664824,0.698687494,0.002729771,0.999992728,0.454563707,0.699847639,-0.001851567,0.99999845,end
0.478596032,0.221589774,-0.206071109,1,0.484544456,0.202985108,-0.184162065,1,0.489046633,0.202674598,-0.184160948,0.999999881,0.493686855,0.202418163,-0.184182137,1,0.472175896,0.203963771,-0.18207626,1,0.46775943,0.203924119,-0.181989208,0.999999881,0.463353097,0.204133391,-0.182180315,1,0.500172436,0.212459713,-0.078178547,0.999999881,0.45820719,0.21436426,-0.067885987,0.999999881,0.487331957,0.240344912,-0.168816835,0.999999762,0.4712255,0.241105646,-0.165034771,0.999999166,0.529452085,0.306012303,-0.107657135,0.999997735,0.431942701,0.295083106,-0.129195809,0.999996424,0.550739169,0.219205871,-0.322839856,0.997513652,0.421743333,0.186476216,-0.362221569,0.996858716,0.558474302,0.086135864,-0.496338457,0.968979895,0.417169571,0.071630776,-0.526740015,0.96155262,0.56101799,0.049050987,-0.5554111,0.855255544,0.417730242,0.043053925,-0.590309143,0.871189237,0.558187008,0.041972697,-0.547240615,0.879443049,0.42075482,0.036126673,-0.582203448,0.886440873,0.553867519,0.0552001,-0.504586697,0.89725256,0.424065918,0.046954811,-0.535833895,0.917348683,0.509723961,0.608817577,-0.004846677,0.999997497,0.441660106,0.607802391,0.005407604,0.999998689,end
0.480332613,0.220279649,-0.193629652,1,0.485827744,0.202096879,-0.172756061,1,0.490272105,0.201883525,-0.172718167,0.999998689,0.494852543,0.201728106,-0.172726184,1,0.473276079,0.202959105,-0.173602685,1,0.46868816,0.202930793,-0.173526034,0.999999046,0.464118242,0.203155607,-0.173720747,1,0.499756873,0.212352768,-0.0716848,0.999999166,0.457104743,0.214072585,-0.07213372,0.999999166,0.488278389,0.239559814,-0.157876238,0.99999702,0.471911341,0.240099818,-0.157820165,0.999992132,0.527754426,0.305044711,-0.093505949,0.999992728,0.426846266,0.295475096,-0.12307068,0.999989271,0.550236344,0.203483641,-0.28105703,0.997392535,0.412998736,0.175709412,-0.309284389,0.996864498,0.557105064,0.064637654,-0.43578434,0.968740642,0.414474875,0.055678189,-0.427700609,0.955387056,0.558319151,0.028753957,-0.487783372,0.870383501,0.416845471,0.025233719,-0.481244624,0.847719133,0.555711627,0.022106886,-0.479577005,0.890615523,0.419442326,0.020097129,-0.471211731,0.861641943,0.551854014,0.034897126,-0.443269551,0.90398556,0.422250599,0.030627608,-0.434689373,0.894709945,0.509333253,0.607191205,-0.003459238,0.999991655,0.440016448,0.608790994,0.004128975,0.999995947,end
0.476551384,0.216761723,-0.184859812,1,0.482688487,0.201898128,-0.163290143,1,0.486983448,0.201579794,-0.163298219,0.999998689,0.491435289,0.201677963,-0.163320839,1,0.47079128,0.201432824,-0.162336409,1,0.466589749,0.200774655,-0.162267223,0.999999046,0.462424278,0.200345144,-0.162487254,1,0.496995628,0.213789985,-0.065253288,0.999999166,0.456755936,0.211982027,-0.063607439,0.999999404,0.484980196,0.237447292,-0.151442572,0.999998569,0.46869269,0.234959036,-0.149872422,0.999995828,0.524740934,0.304946154,-0.096629694,0.999992847,0.426799923,0.294393957,-0.120389953,0.999993205,0.543396115,0.194410011,-0.247599557,0.999229193,0.417490244,0.156326368,-0.297480285,0.998653173,0.544576108,0.063331492,-0.367638856,0.977738261,0.418345511,0.048750829,-0.411293983,0.964123905,0.543991208,0.02943911,-0.42175898,0.880093932,0.421220869,0.020830339,-0.469122738,0.850840747,0.540324271,0.024312083,-0.413809776,0.897643745,0.422268063,0.017548554,-0.46272406,0.870783985,0.537398338,0.035130605,-0.375205517,0.913974702,0.425455153,0.026526934,-0.420261949,0.901524127,0.508566558,0.604978621,-0.002814041,0.999996662,0.437049627,0.605492711,0.003556857,0.999997258,end
0.468612611,0.215614378,-0.214514285,1,0.475500405,0.201340124,-0.191278517,1,0.479791492,0.201427817,-0.191342667,0.999998212,0.484223127,0.201708049,-0.191362679,1,0.463476002,0.200743914,-0.188884065,1,0.459425151,0.200202197,-0.188777402,0.999998569,0.455416739,0.19990766,-0.189004689,1,0.491280943,0.213784233,-0.088825092,0.999998808,0.450966507,0.211041436,-0.079009086,0.999999285,0.476871908,0.235775411,-0.180034205,0.999997854,0.461520851,0.233987153,-0.176247671,0.999992728,0.521640778,0.305272728,-0.126144737,0.999995828,0.420539051,0.293370843,-0.127576381,0.999996543,0.543184638,0.193923444,-0.299283028,0.999131382,0.414028466,0.155053854,-0.309029877,0.997996867,0.547670126,0.063870646,-0.431847632,0.965479791,0.413608611,0.044347748,-0.424303353,0.958172977,0.548727155,0.026130589,-0.488751948,0.807130814,0.416344792,0.014783254,-0.48487395,0.822849452,0.545860171,0.023106132,-0.47832647,0.831530929,0.41792196,0.011145911,-0.480368674,0.844501555,0.54219085,0.035459623,-0.43877998,0.855325639,0.421059549,0.020503215,-0.434226125,0.880425692,0.501821637,0.609796762,-0.007871086,0.99999702,0.430000395,0.610221863,0.008634547,0.999997854,end
0.464168727,0.215883568,-0.197078988,1,0.470014513,0.200878993,-0.174874395,1,0.474461734,0.200775743,-0.17488271,0.999997735,0.479052722,0.20080477,-0.174907133,1,0.457632363,0.201260656,-0.172012761,1,0.453330219,0.20106934,-0.171891555,0.999997735,0.449062645,0.201077059,-0.172086835,1,0.486162841,0.213196367,-0.07900805,0.999998212,0.444116294,0.212010786,-0.063877478,0.999998212,0.473316997,0.23561658,-0.164686024,0.999994993,0.4571549,0.23552981,-0.159507453,0.999984026,0.517650187,0.304963231,-0.118301213,0.999992847,0.417886972,0.29407981,-0.11728444,0.999984622,0.539620578,0.192041665,-0.295110136,0.99808085,0.41095838,0.162332818,-0.300169528,0.995860994,0.549112678,0.062516697,-0.439999431,0.967883646,0.410667658,0.047474962,-0.431003898,0.948559284,0.551592231,0.027019382,-0.494778812,0.85876137,0.413482249,0.01857166,-0.489075035,0.832682133,0.5481475,0.022355493,-0.486707538,0.879023552,0.415473521,0.013313713,-0.48343125,0.850438416,0.543844402,0.034479532,-0.447751433,0.897129655,0.418796539,0.02300347,-0.440510571,0.88629055,0.499004304,0.608123243,-0.011692948,0.999991536,0.428979486,0.610356748,0.01248448,0.999994278,end
0.463722408,0.212867931,-0.1747756,1,0.46828872,0.199216351,-0.161925718,1,0.471139818,0.199058071,-0.161885351,0.999993086,0.474665731,0.199124172,-0.161910504,1,0.461671293,0.200023755,-0.159119114,1,0.459889948,0.199969232,-0.158987433,0.999991894,0.4582358,0.200100347,-0.159076601,1,0.48116684,0.211792439,-0.092793882,0.999996305,0.457145154,0.210264146,-0.080799498,0.999995708,0.469752312,0.233673051,-0.154920772,0.999981642,0.460149676,0.231506482,-0.150564745,0.999961257,0.502820909,0.302261412,-0.132104903,0.999984622,0.437665075,0.292355239,-0.111293554,0.999989629,0.49886027,0.180940092,-0.255358458,0.998153865,0.439883143,0.13789925,-0.179384753,0.986579716,0.490353763,0.052528657,-0.33025974,0.976029217,0.446779788,0.035247803,-0.202128321,0.880925179,0.488216221,0.017713703,-0.380317628,0.889463842,0.452690661,0.010546749,-0.2403851,0.679573655,0.486345142,0.01790785,-0.368714362,0.893374324,0.452596098,0.010035365,-0.243066385,0.707990825,0.485284269,0.028456498,-0.335234374,0.893988609,0.452052742,0.017568145,-0.20979479,0.742344975,0.492657512,0.600063562,-0.012421869,0.999991655,0.436418682,0.60245043,0.013138446,0.999993324,end
0.46318087,0.209991068,-0.160076529,1,0.468329489,0.198328629,-0.140222088,1,0.471527636,0.198476598,-0.14024666,0.999997854,0.475013822,0.198747367,-0.140280098,1,0.459851891,0.198689923,-0.138414726,1,0.457219362,0.19865793,-0.138292342,0.999997973,0.454712719,0.198858112,-0.138412476,1,0.481048435,0.211851314,-0.060436498,0.999999285,0.452212006,0.210666746,-0.053534441,0.999998927,0.469703346,0.231128156,-0.133891225,0.999994874,0.458090544,0.229643688,-0.131225541,0.999986529,0.508354247,0.302412599,-0.102401674,0.999993801,0.424382627,0.293278724,-0.083055779,0.999991775,0.522080481,0.182656929,-0.208362252,0.999382973,0.422415674,0.141486377,-0.172128782,0.996070027,0.526624262,0.050195571,-0.295968354,0.990695834,0.429501534,0.043331571,-0.214433551,0.945357919,0.528170764,0.014866339,-0.347660124,0.951289713,0.438197762,0.018432554,-0.259648293,0.816788852,0.525159657,0.013318019,-0.33831048,0.955305874,0.437066495,0.016940909,-0.261997491,0.833194256,0.52167654,0.023785524,-0.302550644,0.960082233,0.43638745,0.025298407,-0.224047065,0.871741295,0.492739618,0.602164984,-0.014190231,0.999996901,0.429262489,0.603420377,0.014973864,0.999998093,end
0.460197151,0.20836924,-0.153012529,1,0.465225756,0.197031379,-0.13328658,1,0.468403965,0.19724299,-0.133283809,0.999995828,0.471767247,0.197534695,-0.133318692,1,0.456438124,0.197478935,-0.132127851,1,0.453534693,0.197531894,-0.132033244,0.999995828,0.450710446,0.197829798,-0.132191047,1,0.477910459,0.211337239,-0.050488841,0.999998331,0.448122919,0.210664436,-0.046500847,0.999997735,0.467069566,0.22909832,-0.125413164,0.999993324,0.4551301,0.228483751,-0.123735711,0.999982476,0.508199275,0.302740633,-0.092196263,0.99998951,0.420232445,0.293581188,-0.088131815,0.999988914,0.527570128,0.18585059,-0.205921322,0.998647273,0.41407901,0.147923708,-0.234561563,0.995463192,0.537323236,0.051005691,-0.278645128,0.986750066,0.413174808,0.04218794,-0.334101856,0.969082534,0.540387928,0.015385122,-0.326522499,0.936072886,0.415733337,0.016170891,-0.387331665,0.896222413,0.537097514,0.013403554,-0.31829229,0.940370083,0.417702913,0.016003974,-0.38493529,0.904750228,0.533003747,0.024153359,-0.285283983,0.94980526,0.420158386,0.024580592,-0.3438752,0.926038623,0.492173851,0.603331506,-0.011769866,0.999985814,0.427553654,0.604803205,0.01255051,0.999992728,end
0.458675325,0.208202213,-0.168901622,1,0.463169187,0.196388587,-0.147759408,1,0.466614246,0.196399331,-0.147765845,0.999988914,0.470213085,0.19644466,-0.147795349,1,0.453569561,0.197464153,-0.146499082,1,0.450246245,0.197706327,-0.146414846,0.999988556,0.44696793,0.198156506,-0.14661096,1,0.476397514,0.210535556,-0.057005823,0.999994755,0.443456471,0.211223543,-0.049028058,0.999992847,0.466314018,0.228540614,-0.137349427,0.999980688,0.45337218,0.229026645,-0.13558653,0.999939799,0.508592904,0.303258121,-0.093680784,0.999982357,0.416369438,0.295181006,-0.100338601,0.99996984,0.529969573,0.183592588,-0.228534907,0.997386515,0.404842287,0.149766505,-0.264218152,0.992936075,0.540979981,0.049346913,-0.319718778,0.98152107,0.404022992,0.041558146,-0.374783307,0.960368574,0.544784307,0.014585809,-0.367654383,0.924285769,0.405216366,0.014718861,-0.429983377,0.877392888,0.540815353,0.012015425,-0.361306787,0.930647671,0.408468544,0.014800072,-0.427077949,0.884775341,0.53652215,0.023217048,-0.327253789,0.941877604,0.411762953,0.023937933,-0.384723395,0.910944402,0.490877151,0.60428226,-0.013873396,0.999972343,0.425140619,0.606714606,0.014659472,0.999984384,end
0.458482802,0.208326355,-0.188224003,1,0.462831318,0.196507692,-0.166035652,1,0.466343254,0.196497977,-0.166027337,0.999990106,0.4700225,0.196515381,-0.166060373,1,0.453026295,0.19774358,-0.165622249,1,0.449588597,0.198071748,-0.165531307,0.999989867,0.446196318,0.198632404,-0.165719926,1,0.475705296,0.211178377,-0.068850689,0.999995708,0.441883177,0.213092968,-0.059721064,0.999993205,0.466067702,0.228563815,-0.155132622,0.999987602,0.452980042,0.229327202,-0.153966337,0.999967217,0.507378042,0.305235684,-0.094895452,0.999983907,0.414625734,0.298103184,-0.11305213,0.999970198,0.529885828,0.183818504,-0.221749157,0.997464538,0.403742552,0.154570416,-0.276242316,0.992194414,0.540698886,0.045901362,-0.300170332,0.979542732,0.403443426,0.040693555,-0.381125271,0.947779417,0.544022262,0.011615956,-0.343831897,0.919478476,0.404432535,0.012708734,-0.433908612,0.854380012,0.540284216,0.009028153,-0.336460441,0.926298141,0.407330841,0.013810179,-0.428782165,0.862464368,0.536112666,0.019982966,-0.306465626,0.941594601,0.410968065,0.023449874,-0.389502555,0.893959522,0.490169525,0.604215264,-0.006612645,0.999964476,0.425023258,0.606845379,0.007477449,0.999985337,end
0.458393335,0.208651736,-0.188036129,1,0.462823153,0.196685255,-0.165791899,1,0.466323614,0.19684346,-0.165772572,0.99999094,0.469993651,0.197055399,-0.165807456,1,0.452796698,0.197768763,-0.1659123,1,0.449216366,0.19811812,-0.16581963,0.999991417,0.445652962,0.198685288,-0.16599606,1,0.475170523,0.212378159,-0.068731688,0.999996781,0.441216141,0.213266537,-0.072421953,0.999994397,0.465830624,0.22871469,-0.155065313,0.999990821,0.452824503,0.22962153,-0.155081049,0.999975801,0.505424917,0.306767136,-0.092981011,0.999988079,0.411163002,0.298298061,-0.117285237,0.999979854,0.528305531,0.184218451,-0.214506149,0.996949613,0.401888311,0.15551807,-0.277464777,0.991550207,0.538304269,0.04499048,-0.281889021,0.979228139,0.401993573,0.034908399,-0.373398691,0.952580631,0.541851103,0.010878798,-0.322427839,0.922963619,0.402440786,0.004735823,-0.422357172,0.872612596,0.53783071,0.008283461,-0.314467221,0.928366542,0.405144393,0.005566997,-0.416065753,0.877624512,0.533747673,0.019204203,-0.287597924,0.942839921,0.408976704,0.015860906,-0.380628973,0.905100584,0.487309366,0.603849947,-0.002768321,0.999978423,0.421184391,0.606741369,0.003672013,0.999992132,end
0.457891285,0.208919838,-0.244050503,1,0.462525606,0.198089436,-0.217874497,1,0.466425031,0.198569998,-0.217858508,0.999997735,0.470453501,0.199078903,-0.217881009,1,0.451007843,0.198113993,-0.220042035,1,0.446783066,0.198282033,-0.219930023,0.999997497,0.442575783,0.199321389,-0.220116571,1,0.475202888,0.214475274,-0.092994042,0.999998927,0.435955822,0.214532837,-0.110678792,0.999998331,0.465521634,0.228879273,-0.204917148,0.999995708,0.450367033,0.231284991,-0.20709081,0.999987125,0.503381848,0.309319973,-0.114809737,0.999993801,0.405350119,0.300539851,-0.156042963,0.999986172,0.528026283,0.18463558,-0.268934041,0.998516619,0.392473608,0.172656521,-0.323300004,0.995252609,0.535403192,0.045447215,-0.378732562,0.986401021,0.397170901,0.041861512,-0.429994911,0.95481354,0.538867235,0.010834333,-0.427112401,0.931741238,0.39982748,0.007990991,-0.486311018,0.857080817,0.534911454,0.007965052,-0.419864804,0.93914789,0.402066708,0.006141826,-0.480794668,0.865296364,0.531042457,0.019567827,-0.386033595,0.953816235,0.40550822,0.01774448,-0.438020527,0.899046481,0.482585102,0.60488236,-0.002308591,0.999983788,0.41490379,0.607848883,0.00314616,0.99999392,end
0.457726717,0.212292314,-0.217809409,1,0.462223768,0.200283736,-0.194451138,1,0.466307461,0.200553104,-0.194416672,0.999985576,0.470378876,0.200863376,-0.194452852,1,0.450211138,0.201059654,-0.194558665,1,0.445802748,0.201421037,-0.194429487,0.999986053,0.441438675,0.202391967,-0.194581434,1,0.475020498,0.21623531,-0.089768715,0.99999404,0.434482157,0.218026206,-0.09002538,0.999990702,0.46537751,0.232608333,-0.18281661,0.999985576,0.449615002,0.234496757,-0.181824178,0.999945283,0.502596557,0.309562594,-0.119277969,0.999987483,0.404974759,0.301456481,-0.136935487,0.999959707,0.52753973,0.184618592,-0.27996999,0.997196436,0.395291507,0.171930194,-0.31707263,0.992412746,0.534974992,0.045086388,-0.373815745,0.979357123,0.397868097,0.041766085,-0.431255579,0.951643467,0.53791523,0.010603588,-0.417894304,0.922470093,0.39937067,0.008859127,-0.48214373,0.865232408,0.534171462,0.007339925,-0.409828991,0.929988921,0.401866019,0.005499554,-0.474151552,0.870960951,0.530314445,0.019259132,-0.380161524,0.943595886,0.405339897,0.017176595,-0.438413769,0.901339591,0.480122149,0.604189396,-0.00493576,0.999961734,0.412714392,0.607082486,0.005768779,0.99998033,end
